gene_symbol,Bpifa3
analysis_id,f085i0q972l64uh
parameter_id,IMPC_IMM_065_001
gene_accession_id,MGI:1920638
pvalue,0.875404
parameter_name,B2B Cells
mouse_strain,129SV
mouse_life_stage,Early adult
