parameter_name,Calcium
mouse_life_stage,Early adult
pvalue,0.5580873
analysis_id,91b93k61i25z5z0
parameter_id,HMGULA_CBC_009_001
gene_symbol,Arnt
gene_accession_id,MGI:88071
mouse_strain,C57BL
