mouse_life_stage,Late adult
gene_accession_id,MGI:2441730
parameter_name,Chloride
gene_symbol,Tbl1xr1
parameter_id,IMPC_CBC_003_001
mouse_strain,C57BL
pvalue,0.2880072
analysis_id,3yvn73c9mv314t1
