gene_symbol,Ddx27
pvalue,0.4287674
parameter_id,JAX_OFD_014_001
mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,3vvexixb8xg48i9
parameter_name,Center distance travelled
gene_accession_id,MGI:2385884
