parameter_id,JAXLA_DXA_003_001
analysis_id,i104p450j58m3jy
gene_accession_id,MGI:2444113
gene_symbol,Nemp2
mouse_strain,C57BL
pvalue,0.9159812
parameter_name,Lean mass
mouse_life_stage,Early adult
