parameter_id,IMPC_ECG_010_001
gene_symbol,Tubb4b
parameter_name,HRV
analysis_id,8nt7u2unpe56dhm
pvalue,0.09746495
gene_accession_id,MGI:1915472
mouse_life_stage,Early adult
mouse_strain,C57BL
