parameter_id,MGP_CSD_030_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1915848
pvalue,0.755215
parameter_name,Limb coat/hair presence
gene_symbol,Dnajc8
analysis_id,6v1hbwtn8k24gc2
