parameter_id,IMPC_CBC_024_001
analysis_id,ol3n5pyk2u50oln
gene_accession_id,MGI:1918345
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,UIBC (unsaturated iron binding capacity)
pvalue,0.8378983
gene_symbol,Kif24
