gene_symbol,Bmi1
pvalue,0.4963916
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,84535p13160z466
parameter_id,IMPC_GEL_028_001
parameter_name,Forebrain
