gene_symbol,Car13
mouse_life_stage,Early adult
analysis_id,bf68ed5825fcckm
gene_accession_id,MGI:1931322
pvalue,0.2234746
parameter_name,Periphery average speed
mouse_strain,C57BL
parameter_id,ESLIM_007_001_009
