parameter_id,JAX_SLW_014_001
pvalue,0.9198742
gene_accession_id,MGI:2181659
gene_symbol,Tox
analysis_id,2f20999qqnq1221
mouse_life_stage,Early adult
parameter_name,Breath rate during sleep standard deviation
mouse_strain,C57BL
