gene_symbol,Cdin1
analysis_id,074a24u5t6750ow
parameter_id,IMPC_CSD_069_001
parameter_name,Upper teeth appearance
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.2526548
gene_accession_id,MGI:3026886
