mouse_life_stage,Early adult
gene_symbol,Kdm4c
parameter_id,MGP_PBI_004_001
gene_accession_id,MGI:1924054
pvalue,0.8469956
mouse_strain,C57BL
parameter_name,CD8+ alpha beta T cell percentage
analysis_id,t5h34lz5xno0wx6
