gene_symbol,Slx4ip
mouse_strain,C57BL
gene_accession_id,MGI:1921493
analysis_id,y0u906mol706f9j
parameter_name,Distance travelled - total
parameter_id,JAXLA_OFD_020_001
pvalue,0.3046064
mouse_life_stage,Early adult
