parameter_name,Lens Opacity
parameter_id,IMPC_EYE_017_001
pvalue,2.977215e-05
gene_accession_id,MGI:3616086
mouse_life_stage,Early adult
analysis_id,7rs5xp37nyf04ws
mouse_strain,C57BL
gene_symbol,Kcng1
