gene_symbol,Tbl1xr1
parameter_id,MGP_IMM_079_001
pvalue,0.4425202
mouse_life_stage,Early adult
analysis_id,a60tz2wj77ymj74
parameter_name,KLRG1+ Treg cells - % of CD45+
gene_accession_id,MGI:2441730
mouse_strain,C57BL
