parameter_id,IMPC_EYE_008_001
mouse_life_stage,E15.5
gene_symbol,Mapkap1
mouse_strain,C57BL
gene_accession_id,MGI:2444554
analysis_id,w8c1848x6i948nw
pvalue,0.9119028
parameter_name,Corneal opacity
