mouse_strain,129SV
parameter_name,Startle Response
gene_accession_id,MGI:1921802
analysis_id,978v24k9a05dp2j
mouse_life_stage,Early adult
parameter_id,M-G-P_008_001_013
pvalue,0.2070917
gene_symbol,Nipal3
