parameter_name,Red blood cell count
pvalue,0.2203359
gene_symbol,Arpc5l
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_002_001
gene_accession_id,MGI:1921442
mouse_strain,C57BL
analysis_id,9dhbn0g38r2dk6e
