gene_symbol,Tbl1xr1
parameter_name,PP3 + pulse startle magnitude
analysis_id,196zbro06ylc1ur
mouse_strain,C57BL
pvalue,0.6022037
gene_accession_id,MGI:2441730
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_009
