parameter_name,Tremor
gene_accession_id,MGI:1913105
pvalue,0.3877264
gene_symbol,Slc28a2
analysis_id,606ao2lk54dh2l3
mouse_life_stage,Early adult
parameter_id,TCPLA_CSD_030_001
mouse_strain,C57BL
