gene_symbol,Galnt13
analysis_id,v855h53443w784h
parameter_id,MGP_PBI_027_001
parameter_name,NK cell number
gene_accession_id,MGI:2139447
mouse_strain,C57BL
pvalue,0.1676865
mouse_life_stage,Late adult
