parameter_id,M-G-P_009_001_003
analysis_id,t41l49f616x31wz
gene_symbol,Snrpb2
mouse_life_stage,Early adult
pvalue,0.3206766
parameter_name,Body weight
mouse_strain,C57BL
gene_accession_id,MGI:104805
