pvalue,0.6914698
mouse_strain,129SV
parameter_id,MGP_IMM_013_001
gene_symbol,Mms22l
mouse_life_stage,Early adult
analysis_id,27wxaq26xc4iv0o
parameter_name,Total CD8+ T cells - % of ab T cells
gene_accession_id,MGI:2684980
