mouse_life_stage,Early adult
gene_symbol,Bmi1
parameter_name,KLRG1+ NK cells - % of CD45+
parameter_id,MGP_IMM_101_001
gene_accession_id,MGI:88174
pvalue,0.3524432
mouse_strain,C57BL
analysis_id,4f754d90vew9812
