parameter_id,MGP_MLN_071_001
gene_accession_id,MGI:2446274
analysis_id,14mz5jf41v2b54q
mouse_strain,C57BL
pvalue,0.8189453
mouse_life_stage,Early adult
parameter_name,Resting Treg cells - % of CD45+
gene_symbol,Frmpd1
