parameter_id,MGP_CSD_066_001
parameter_name,Snout morphology
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,331l89k34f38jx1
gene_accession_id,MGI:2441730
gene_symbol,Tbl1xr1
pvalue,0.3019271
