mouse_strain,C57BL
pvalue,0.3145421
parameter_name,Red blood cell count
analysis_id,f8g5ogse22v8ogs
parameter_id,IMPC_HEM_002_001
gene_accession_id,MGI:103302
mouse_life_stage,Early adult
gene_symbol,Bmp7
