parameter_id,ESLIM_011_001_010
pvalue,0.5577394
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,06quf35377p2v8w
gene_accession_id,MGI:3616086
gene_symbol,Kcng1
parameter_name,PP4 + pulse startle magnitude
