gene_symbol,Slc28a2
parameter_id,IMPC_IMM_046_001
mouse_strain,C57BL
gene_accession_id,MGI:1913105
parameter_name,DN CD44+CD62L- NKT cells
pvalue,0.5610526
analysis_id,31b762t7td0gu99
mouse_life_stage,Early adult
