gene_accession_id,MGI:1913483
parameter_name,Number of rears - total
gene_symbol,Dmap1
parameter_id,JAX_OFD_021_001
pvalue,0.189455
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,a3robzho3so7996
