parameter_name,Vitreous
gene_symbol,Hspa5
gene_accession_id,MGI:95835
pvalue,0.7977387
mouse_strain,C57BL
parameter_id,IMPC_EYE_083_001
mouse_life_stage,E9.5
analysis_id,1s234sz7og97x95
