gene_symbol,Sass6
parameter_name,center - distance
parameter_id,M-G-P_007_001_010
mouse_strain,C57BL
gene_accession_id,MGI:1920026
pvalue,0.6466744
analysis_id,6z19eh5j7eq8z2b
mouse_life_stage,E12.5
