mouse_life_stage,Late adult
parameter_id,IMPC_XRY_007_001
analysis_id,73u31b1514c31gr
gene_symbol,Hpca
mouse_strain,C57BL
gene_accession_id,MGI:1336200
parameter_name,Clavicle
pvalue,0.1286143
