gene_symbol,Zfp683
mouse_strain,C57BL
parameter_id,IMPC_CSD_079_001
parameter_name,Aggression
gene_accession_id,MGI:3650254
pvalue,0.3482893
mouse_life_stage,Early adult
analysis_id,i682or7uxsj82tj
