parameter_id,IMPC_CBC_024_001
analysis_id,3x4u5bkm0p51689
gene_accession_id,MGI:894679
pvalue,2.27341e-06
gene_symbol,Bach2
parameter_name,UIBC (unsaturated iron binding capacity)
mouse_strain,C59BL
mouse_life_stage,Early adult
