pvalue,0.5428067
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Tnni1
gene_accession_id,MGI:105073
parameter_name,Hindpaw - size
analysis_id,iq678ho85ksuafo
parameter_id,JAXLA_CSD_041_002
