parameter_id,IMPC_XRY_024_001
gene_symbol,Ints7
pvalue,0.2729566
mouse_strain,C57BL
analysis_id,912vo51px2l9g7i
mouse_life_stage,Early adult
parameter_name,Femur
gene_accession_id,MGI:1924315
