parameter_id,IMPC_EYE_092_001
gene_accession_id,MGI:2685277
parameter_name,Retina (combined)
analysis_id,41hjva05hil5tx2
pvalue,0.5785888
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Zyg11b
