gene_symbol,Cds2
analysis_id,pvb74k99a3ke348
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_id,IMPC_CBC_012_001
gene_accession_id,MGI:1332236
parameter_name,Aspartate aminotransferase
pvalue,0.07527381
