parameter_id,IMPC_ECH_003_001
mouse_life_stage,Early adult
analysis_id,vr7w61mx5834936
gene_accession_id,MGI:1918025
mouse_strain,129SV
parameter_name,Stroke Volume
gene_symbol,Zmynd8
pvalue,0.6019093
