parameter_id,M-G-P_026_001_004
gene_accession_id,MGI:1346088
pvalue,0.6337921
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,7t0ulsywj21goab
gene_symbol,Cd52
parameter_name,Coat colouration
