parameter_id,HRWLLA_OFD_020_001
parameter_name,Distance travelled - total
gene_symbol,Mapkap1
analysis_id,vvcbrx9bb77g35u
gene_accession_id,MGI:2444554
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.7732553
