gene_symbol,Mecom
gene_accession_id,MGI:95457
mouse_life_stage,E15.5
pvalue,0.05644818
mouse_strain,C57BL
analysis_id,wgu6ee47ch9pk69
parameter_id,IMPC_XRY_027_001
parameter_name,Joints
