mouse_strain,C57BL
parameter_name,Eye
analysis_id,6j3a763hm2032q4
pvalue,0.7645386
gene_accession_id,MGI:1276578
mouse_life_stage,Early adult
parameter_id,M-G-P_014_001_001
gene_symbol,Gfi1b
