parameter_id,IMPC_EYE_006_001
analysis_id,z837y1172mm5ypa
mouse_strain,129SV
pvalue,0.4994828
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
parameter_name,Narrow eye opening
mouse_life_stage,Early adult
