parameter_id,MGP_CSD_066_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Rab3gap2
pvalue,0.5083288
analysis_id,66b9ifr4jwla891
gene_accession_id,MGI:1916043
parameter_name,Snout morphology
