gene_symbol,Hpca
parameter_name,Periphery average speed
pvalue,0.7583933
analysis_id,0xba595tk5o6ej3
mouse_strain,C57BL
gene_accession_id,MGI:1336200
parameter_id,ESLIM_007_001_009
mouse_life_stage,Early adult
