gene_symbol,Hspa5
pvalue,0.7501817
mouse_life_stage,E9.5
parameter_id,IMPC_GEO_011_001
mouse_strain,C57BL
gene_accession_id,MGI:95835
analysis_id,y48l986u85cx26s
parameter_name,Blood Vessel Morphology
