parameter_name,Center average speed
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Exd1
gene_accession_id,MGI:3045306
parameter_id,HRWLLA_OFD_017_001
pvalue,0.9229218
analysis_id,173n8i378ho90ei
