parameter_id,MGP_PBI_030_001
analysis_id,7u1imy31b4jh1r7
mouse_strain,C57BL
gene_accession_id,MGI:1915678
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
mouse_life_stage,Early adult
gene_symbol,Steap3
pvalue,0.1074102
