parameter_id,MGP_CSD_030_001
gene_accession_id,MGI:95457
mouse_life_stage,E12.5
parameter_name,Limb coat/hair presence
mouse_strain,C57BL
pvalue,0.6805559
analysis_id,vd58t1mn7t342uj
gene_symbol,Mecom
