gene_symbol,Usp37
pvalue,0.1382416
mouse_strain,C57BL
parameter_name,Mean right eye lens density
gene_accession_id,MGI:2442483
analysis_id,7ma8k7ap5vct164
parameter_id,IMPC_EYE_059_001
mouse_life_stage,Early adult
