gene_symbol,Trpa1
parameter_id,ESLIM_008_001_001
gene_accession_id,MGI:3522699
analysis_id,24047fs2g9ptx6i
mouse_strain,C57BL
pvalue,0.902577
parameter_name,Body position
mouse_life_stage,Early adult
