gene_symbol,Kcng1
pvalue,0.9978444
mouse_life_stage,Early adult
gene_accession_id,MGI:3616086
analysis_id,5ltdf95ur3v0am8
mouse_strain,C57BL
parameter_id,IMPC_GEP_017_001
parameter_name,Facial Morphology
