gene_symbol,Wars2
mouse_strain,C57BL
parameter_name,Startle Response
mouse_life_stage,E9.5
analysis_id,465ehmvewr7v579
pvalue,0.8649374
parameter_id,M-G-P_008_001_013
gene_accession_id,MGI:1917810
