gene_symbol,Uckl1
gene_accession_id,MGI:1915806
pvalue,0.6792254
mouse_strain,C55BL
mouse_life_stage,Early adult
parameter_name,Calcium
analysis_id,4j09c3mwm846xh6
parameter_id,IMPC_CBC_009_001
