gene_symbol,Bcs1l
parameter_name,12kHz-evoked ABR Threshold
pvalue,0.6161528
parameter_id,IMPC_ABR_006_001
analysis_id,0645cwt7369gvok
mouse_life_stage,E9.5
gene_accession_id,MGI:1914071
mouse_strain,C57BL
