parameter_id,IMPC_XRY_018_001
parameter_name,Shape of vertebrae
mouse_strain,C57BL
pvalue,0.09493942
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
analysis_id,v6p2g5x447792wo
gene_symbol,Arpc2
