gene_symbol,Col11a1
parameter_id,JAXLA_CSD_041_002
mouse_life_stage,Early adult
gene_accession_id,MGI:88446
mouse_strain,C57BL
pvalue,0.6325889
parameter_name,Hindpaw - size
analysis_id,51qyxl30dr8wg59
