parameter_name,Tibia length
gene_symbol,Eprs1
mouse_strain,C57BL
parameter_id,TCPLA_XRY_033_001
gene_accession_id,MGI:97838
analysis_id,9xdgvz6e845t5b8
pvalue,0.2739717
mouse_life_stage,Early adult
