parameter_id,MGP_PBI_010_001
mouse_life_stage,E15.5
mouse_strain,C57BL
pvalue,0.3010933
gene_symbol,Jun
analysis_id,0g1174a9497u699
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
gene_accession_id,MGI:96646
