gene_symbol,Fgb
pvalue,0.2466516
analysis_id,bt8p8942w589v30
parameter_name,Follicular B Cells (CD21/35+)
gene_accession_id,MGI:99501
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_067_001
