parameter_id,MGP_MLN_006_001
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
gene_accession_id,MGI:1917810
mouse_life_stage,E9.5
analysis_id,m6onqs28e75xo9i
pvalue,0.8690258
mouse_strain,C57BL
gene_symbol,Wars2
